movieId,titre,genres,annee,realisateur,acteurs,mots_cles
263,Ladybird Ladybird,Drama,1994,Ken Loach,"['Crissy Rock', 'Vladimir Vega', 'Sandie Lavelle']","['love', 'family', 'social services']"
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992,Alfonso Arau,"['Lumi Cavazos', 'Marco Leonardi', 'Regina Torné']","['jealousy', 'sibling relationship', 'based on novel or book', 'cooking', 'marriage', 'mexican revolution', 'platonic love', 'wedding', 'single mother', 'magic realism', 'former lovers', 'lovers separated']"
266,Legends of the Fall,Drama|Romance|War|Western,1994,Edward Zwick,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']","['sibling relationship', 'post-traumatic stress disorder (ptsd)', 'based on novel or book', 'world war i', 'journey around the world', 'montana', 'loyalty', 'ranch', 'affectation', 'native american', 'tragedy', 'interracial marriage', 'sibling rivalry', 'falling in love', 'interracial friendship', '1910s', '1900s', 'political aspiration', 'father son relationship', 'brother brother relationship', 'prohibition', 'beautiful landscapes', 'u.s. army soldier']"
267,Major Payne,Comedy,1995,Nick Castle,"['Damon Wayans', 'Karyn Parsons', 'William Hickey']","['war veteran', 'headquarter', 'military spoof', 'military base', 'military service', 'base', 'major', 'instructor']"
269,My Crazy Life (Mi vida loca),Drama,1993,Allison Anders,"['Angel Aviles', 'Seidy López', 'Jacob Vargas']","['east los angeles', 'gang', 'los angeles, california', 'poverty', 'gang member', 'hispanic', 'mexican american', 'girl gang', 'woman director', 'cholo', 'chola', 'echo park']"
270,Love Affair,Drama|Romance,1994,Glenn Gordon Caron,"['Warren Beatty', 'Annette Bening', 'Katharine Hepburn']","['cruise', 'remake', 'disabled', 'empire state building', 'woman in wheelchair', 'accident', 'accident victim']"
271,Losing Isaiah,Drama,1995,Stephen Gyllenhaal,"['Jessica Lange', 'Halle Berry', 'David Strathairn']","['self-abandonment', 'child abuse', 'mother', 'baby', 'based on novel or book', 'court case', 'single parent', 'social worker', 'smoking', 'drug addiction', 'adoption', 'social work', 'son', 'liberation', 'custody battle', 'looking for  birth parents', 'racist', 'surrogate mother', 'interracial relationship', 'extramarital affair']"
272,"Madness of King George, The",Comedy|Drama,1994,Nicholas Hytner,"['Nigel Hawthorne', 'Helen Mirren', 'Ian Holm']","['husband wife relationship', 'biography', 'based on true story', 'based on play or musical', 'parliament', 'mental illness', 'mental health', '18th century', 'king of england', 'assassination attempt', 'aristocracy', 'british monarchy', 'self destructiveness']"
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994,Kenneth Branagh,"['Robert De Niro', 'Kenneth Branagh', 'Tom Hulce']","['experiment', 'remake', 'gothic horror', 'macabre', 'angry', 'philosophical', 'goth', 'anxious', 'intimate', 'audacious', 'callous', 'compassionate', 'sympathetic']"
274,Man of the House,Comedy,1995,James Orr,"['Jonathan Taylor Thomas', 'Chevy Chase', 'Farrah Fawcett']",[]
275,Mixed Nuts,Comedy,1994,Nora Ephron,"['Steve Martin', 'Madeline Kahn', 'Rita Wilson']","['holiday', 'transvestite', 'slapstick comedy', 'remake', 'rollerblades', 'cross dresser', 'woman director', 'suicide hotline', 'christmas']"
276,Milk Money,Comedy|Romance,1994,Richard Benjamin,"['Melanie Griffith', 'Ed Harris', 'Michael Patrick Carter']","['prostitute', 'tree house', 'red-light district', 'stripper', 'make a match', 'mob boss', 'father son relationship']"
277,Miracle on 34th Street,Drama,1994,Les Mayfield,"['Mara Wilson', 'Richard Attenborough', 'Dylan McDermott']","['new love', 'holiday', 'department store', 'santa claus', 'miracle', 'wish', 'remake', 'christmas', 'amused', 'apologetic', 'compassionate']"
278,Miami Rhapsody,Comedy,1995,David Frankel,"['Sarah Jessica Parker', 'Gil Bellows', 'Antonio Banderas']","['candid', 'intimate', 'understated', 'sentimental', 'adoring', 'amused', 'familiar', 'optimistic']"
279,My Family,Drama,1995,Gregory Nava,"['Edward James Olmos', 'Jimmy Smits', 'Esai Morales']","['immigrant', 'marriage', 'family relationships', 'los angeles, california', 'family', 'death of wife']"
280,Murder in the First,Drama|Thriller,1995,Marc Rocco,"['Christian Slater', 'Kevin Bacon', 'Gary Oldman']","['prison', 'prisoner', 'death row', 'alcatraz prison', 'lawyer', 'courtroom', 'murder trial', '1940s', 'mistreatment', 'public defender', 'prisoner abuse']"
281,Nobody's Fool,Comedy|Drama|Romance,1994,Robert Benton,"['Paul Newman', 'Bruce Willis', 'Melanie Griffith']","['small town', 'illegal employment', 'retirement', 'new york state']"
282,Nell,Drama,1994,Michael Apted,"['Jodie Foster', 'Liam Neeson', 'Natasha Richardson']","['lake', 'loss of loved one', 'twin sister', 'autism', 'kaspar-hauser-syndrom', 'feral child', 'forest', 'north carolina', 'psychologist', 'family']"
283,New Jersey Drive,Crime|Drama,1995,Nick Gomez,"['Sharron Corley', 'Gabriel Casseus', 'Saul Stein']","['hip-hop', 'new jersey', 'police', 'brutality', 'troubled teen', 'black youths']"
284,New York Cop (Nyû Yôku no koppu),Action|Crime,1993,村川透,"['仲村トオル', 'Chad McQueen', 'Mira Sorvino']",[]
285,Beyond Bedlam,Drama|Horror,1993,Vadim Jean,"['Craig Fairbrass', 'Elizabeth Hurley', 'Keith Allen']","['suicide', 'experiment', 'based on novel or book', 'detective', 'hallucination', 'scientist', 'drugs', 'killer']"
287,Nina Takes a Lover,Comedy|Romance,1994,Alan Jacobs,"['Laura San Giacomo', 'Paul Rhys', ""Michael O'Keefe""]",[]
288,Natural Born Killers,Action|Crime|Thriller,1994,Oliver Stone,"['Woody Harrelson', 'Juliette Lewis', 'Robert Downey Jr.']","['daughter', 'journalist', 'sadistic', 'mass murder', 'yellow press', 'pop culture', 'trauma', 'controversy', 'satire', 'young couple', 'abuse', 'anxious', 'killer couple', 'love on the run', 'tense', 'fugitive lovers', 'ambiguous', 'antagonistic']"
289,Only You,Comedy|Romance,1994,Norman Jewison,"['Marisa Tomei', 'Robert Downey Jr.', 'Bonnie Hunt']","['fortune teller', 'soulmates', 'venice, italy', 'cheating', 'rome, italy', 'italy', 'ouija board', 'matchmaking', 'impulsive', 'love destiny']"
290,Once Were Warriors,Crime|Drama,1994,Lee Tamahori,"['Rena Owen', 'Temuera Morrison', 'Mamaengaroa Kerr-Bell']","['individual', 'suicide', 'rape', 'strong woman', 'tattoo', 'slum', 'funeral', 'alcohol', 'tradition', 'approved school ', 'loss of loved one', 'despair', 'indigenous', 'ghetto', 'violent husband', 'new zealand', 'maori', 'lack of prospects', 'maori tradition', 'teacher', 'youth gang', 'crush', 'domestic violence', 'rebellious youth', 'alcohol abuse', 'incest', 'unemployment', 'auckland']"
291,Poison Ivy II,Drama|Thriller,1996,Anne Goursaud,"['Alyssa Milano', 'Xander Berkeley', 'Johnathon Schaech']","['obsession', 'diary', 'sequel', 'murder', 'lust', 'art', 'woman director', 'erotic movie', 'erotic thriller']"
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,Wolfgang Petersen,"['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman']","['research', 'army', 'general', 'river', 'monkey', 'epidemic', 'medical research']"
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994,Luc Besson,"['Jean Reno', 'Natalie Portman', 'Gary Oldman']","['hotel room', 'new york city', 'immigrant', 'assassin', 'police brutality', 'corruption', 's.w.a.t.', 'hitman', 'loss of loved one', 'gangster', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'aggressive', 'city life', 'neo-noir', 'complex relationship', 'suspenseful', 'tense']"
294,"Perez Family, The",Comedy|Romance,1995,Mira Nair,"['Marisa Tomei', 'Alfred Molina', 'Anjelica Huston']","['immigration', 'woman director', 'political prisoner', 'cuban refugees']"
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995,Joshua Brand,"['William Baldwin', 'John Leguizamo', 'Erika Eleniak']","['jealousy', 'teenage crush', 'arsonist', 'house fire']"
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994,Quentin Tarantino,"['John Travolta', 'Samuel L. Jackson', 'Uma Thurman']","['drug dealer', 'drug crime', 'gangster', 'dark comedy', 'stolen money', 'crime boss', 'redemption', 'los angeles, california', 'theft', 'couple', 'nonlinear timeline', 'multiple storylines', 'disturbed', 'aggressive', 'neo-noir', 'suspenseful']"
298,Pushing Hands (Tui shou),Drama,1992,Ang Lee,"['郎雄', '王伯昭', 'Deb Snyder']","['martial arts', 'culture clash', 'chinatown', 'tai chi', 'american culture', 'fish out of water', 'new york state', 'generation gap', 'intercultural relationship', 'family home', 'culture shock', 'multigenerational']"
299,Priest,Drama,1994,Antonia Bird,"['Linus Roache', 'Tom Wilkinson', 'Robert Carlyle']","['child abuse', 'sexual abuse', 'faith', 'confession', 'communion', 'celibacy', 'forbidden love', 'sin', 'priest', 'religion', 'morality', 'church', 'incest', 'roman catholic church', 'united kingdom', 'catholicism', 'confessional', 'catholic priest', 'crisis of faith', 'woman director', 'secret relationship', 'moral dilemma', 'abuse', 'holy communion', 'religious belief', 'gay theme', 'gay relationship', 'homosexuality', 'gay priest', 'liverpool', 'rahip']"
300,Quiz Show,Drama,1994,Robert Redford,"['John Turturro', 'Rob Morrow', 'Ralph Fiennes']","['investigation', 'manipulation', 'manipulation of the media', 'game show', 'idealism', 'tv ratings', 'based on true story', 'quiz', 'idealist', 'product placement', 'lawyer', '1950s', 'fighting the system', 'audacious', 'awestruck', 'cruel', 'frustrated']"
301,Picture Bride (Bijo photo),Drama|Romance,1994,Kayo Hatta,"['Yuki Kudo', 'Akira Takayama', 'Tamlyn Tomita']","['hawaii', 'arranged marriage', 'cultural difference', 'orphan', 'older man younger woman relationship', 'woman director']"
302,"Queen Margot (Reine Margot, La)",Drama|Romance,1994,Patrice Chéreau,"['Isabelle Adjani', 'Daniel Auteuil', 'Jean-Hugues Anglade']","['paris, france', 'based on novel or book', 'marriage of convenience', 'royalty', 'conspiracy', 'palace intrigue', '16th century', 'religious persecution', ""st. bartholomew's day massacre"", 'french history']"
303,"Quick and the Dead, The",Action|Thriller|Western,1995,Sam Raimi,"['Sharon Stone', 'Gene Hackman', 'Russell Crowe']","['gunslinger', 'revenge', 'prairie', 'shootout', 'awestruck', 'powerful']"
304,Roommates,Comedy|Drama,1995,Peter Yates,"['Peter Falk', 'D.B. Sweeney', 'Julianne Moore']","['funeral', 'grandparent grandchild relationship', 'birthday', 'roommates', 'vegetarian', 'orphan', 'based on short story', 'deathbed']"
305,Ready to Wear (Pret-A-Porter),Comedy,1994,Robert Altman,"['Marcello Mastroianni', 'Sophia Loren', 'Jean-Pierre Cassel']","['hotel room', 'paris, france', 'mannequin', 'suspicion of murder', 'fashion photographer', 'sandwich', 'poodle', 'reporter', 'fashion', 'fashion show', 'modeling']"
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994,Krzysztof Kieślowski,"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder']","['infidelity', 'judge', 'isolation', 'shadowing', 'english channel', 'geneva, switzerland', 'retiree', 'dog', 'surveillance', 'prediction', 'unlikely friendship', 'manifest destiny', 'love destiny', 'fashion model', 'empathetic']"
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993,Krzysztof Kieślowski,"['Juliette Binoche', 'Benoît Régent', 'Florence Pernel']","['france', 'paris, france', 'composer', 'pain', 'to compose', 'loss of loved one', 'psychological drama', 'french']"
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994,Krzysztof Kieślowski,"['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos']","['france', 'hairdresser', 'sexual frustration', 'businessman', 'funeral', 'love', 'poland', 'psychological', 'french', 'arthouse']"
310,Rent-a-Kid,Comedy,1995,Fred Gerber,"['Leslie Nielsen', 'Christopher Lloyd', 'Matt McCoy']",[]
311,Relative Fear,Horror|Thriller,1994,George Mihalka,"['Darlanne Fluegel', 'James Brolin', 'Martin Neufeld']","['therapist', 'suspicion', 'serial killer', 'special education']"
312,Stuart Saves His Family,Comedy,1995,Harold Ramis,"['Al Franken', 'Laura San Giacomo', ""Vincent D'Onofrio""]","['dysfunctional family', 'public access']"
313,"Swan Princess, The",Animation|Children,1994,Richard Rich,"['Jack Palance', 'Howard McGillin', 'Michelle Nicastro']","['princess', 'kingdom', 'cartoon', 'musical', 'romcom', 'swan']"
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,John Sayles,"['Jeni Courtney', 'Eileen Colgan', 'Mick Lally']","['sea', 'island', 'legend', 'family history', 'family relationships', 'seagull', 'ireland', 'storytelling', 'seal (animal)', 'seaweed', 'talking to animals', 'fishing boat', 'lost at sea', 'lost son', 'selkie', 'isolated', 'gaelic music', 'irish folklore', 'human becoming an animal', 'irish sea', 'animal behaviour', 'animal human friendship', 'animals & nature', 'donegal', 'grandfather granddaughter relationship', 'inishtrahull island', 'gaelic']"
315,"Specialist, The",Action|Drama|Thriller,1994,Luis Llosa,"['Sylvester Stallone', 'Sharon Stone', 'James Woods']","['based on novel or book', 'explosive', 'fistfight', 'revenge', 'organized crime', 'urban setting', 'explosives expert', 'neo-noir', 'action hero']"
316,Stargate,Action|Adventure|Sci-Fi,1994,Roland Emmerich,"['James Spader', 'Kurt Russell', 'Jaye Davidson']","['egypt', 'teleportation', 'pyramid', 'space travel', 'uprising', 'space', 'androgyny', 'space western', 'timebomb', 'death of son', 'nuclear weapons', 'space opera', 'hieroglyph', 'egyptian mythology', 'egyptology']"
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,John Pasquin,"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']","['chicago, illinois', 'elves', 'winter', 'holiday', 'christmas party', 'deal', 'santa claus', 'christmas tree', 'child custody', 'christmas', 'father son relationship', ""santa's elves"", 'christmas eve', 'elf']"
318,"Shawshank Redemption, The",Crime|Drama,1994,Frank Darabont,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']","['prison', 'friendship', 'police brutality', 'corruption', 'based on novel or book', 'freedom', 'hope', 'prison cell', 'delinquent', 'redemption', 'parole board', 'prison escape', 'wrongful imprisonment', 'interracial friendship', 'framed for murder', '1940s', 'voiceover', 'epic']"
319,Shallow Grave,Comedy|Drama|Thriller,1994,Danny Boyle,"['Ewan McGregor', 'Christopher Eccleston', 'Kerry Fox']","['distrust', 'scotland', 'roommates', 'overdose', 'dark comedy', 'edinburgh, scotland', 'money', 'shallow grave', 'exploitation of friendship', 'neo-noir', 'grim', 'mischievous', 'cautionary', 'absurd', 'tense', 'witty', 'friendship comedy', 'ambiguous', 'dubious', 'wry', 'boundaries of friendship']"
320,Suture,Film-Noir|Thriller,1993,Scott McGehee,"['Dennis Haysbert', 'Mel Harris', 'Sab Shimono']","['amnesia', 'betrayal', 'black and white', 'twins', 'evil twin', 'identity swap']"
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993,Tomás Gutiérrez Alea,"['Jorge Perugorría', 'Vladimir Cruz', 'Mirta Ibarra']","['cuba', '1970s', 'artist', 'male friendship', 'social commentary', 'male homosexuality', 'lgbt', 'havana, cuba', 'communism', 'gay theme']"
322,Swimming with Sharks,Comedy|Drama,1995,George Huang,"['Kevin Spacey', 'Frank Whaley', 'Michelle Forbes']","['career', 'kidnapping', 'manipulation', 'dark comedy', 'satire', 'punishment', 'revenge', 'hollywood', 'los angeles, california', 'humiliation', 'disgruntled worker', 'verbal abuse', 'studio executive', 'movie producer', 'evil boss']"
324,"Sum of Us, The",Comedy|Drama,1994,Kevin Dowling,"['Jack Thompson', 'Russell Crowe', 'John Polson']","['sydney, australia', 'australia', 'based on play or musical', 'breaking the fourth wall', 'lgbt', 'candid', 'father son relationship', 'gay theme', 'sympathetic']"
325,National Lampoon's Senior Trip,Comedy,1995,Kelly Makin,"['Matt Frewer', 'Valerie Mahaffey', 'Lawrence Dane']",[]
326,To Live (Huozhe),Drama,1994,Zhang Yimou,"['葛优', 'Gong Li', '牛犇']","['child abuse', 'china', 'gambling', 'gambling debt', 'cultural revolution', 'chinese civil war', 'shadow puppet', '1940s', '1950s', '1960s']"
327,Tank Girl,Action|Comedy|Sci-Fi,1995,Rachel Talalay,"['Lori Petty', 'Naomi Watts', 'Malcolm McDowell']","['dystopia', 'destroy', 'reincarnation', 'based on comic', 'desert', 'woman director', '2030s']"
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995,Ernest R. Dickerson,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith']","['prostitute', 'key', 'chosen one', 'based on comic', 'god', 'demon']"
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994,David Carson,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']","['android', 'spacecraft', 'teleportation', 'starship', 'loss of loved one', 'death', 'space opera', 'exploding planet', 'mountain cabin', 'solar system', 'cosmos', 'spanning generations', 'legendary hero', 'spaceship crash', 'outer space', 'emotional instability', 'generazioni']"
330,Tales from the Hood,Action|Crime|Horror,1995,Rusty Cundieff,"['Clarence Williams III', 'Joe Torry', ""De'Aundre Bonds""]","['prison', 'child abuse', 'police brutality', 'ku klux klan', 'ghetto', 'hell', 'plantation', 'anthology', 'evil doll', 'murder', 'hood', 'dirty cop', 'devil', 'funeral director', 'funeral home', 'mortician', 'possessed doll', 'former slave']"
331,Tom & Viv,Drama,1994,Brian Gilbert,"['Willem Dafoe', 'Miranda Richardson', 'Rosemary Harris']",[]
332,Village of the Damned,Horror|Sci-Fi,1995,John Carpenter,"['Christopher Reeve', 'Kirstie Alley', 'Linda Kozlowski']","['pregnancy', 'village', 'alien life-form', 'alien', 'bewusstlosigkeit', 'doppelgänger']"
333,Tommy Boy,Comedy,1995,Peter Segal,"['Chris Farley', 'David Spade', 'Brian Dennehy']","['road trip', 'buddy']"
334,Vanya on 42nd Street,Drama,1994,Louis Malle,"['Wallace Shawn', 'Julianne Moore', 'Larry Pine']",[]
335,Underneath,Mystery|Thriller,1995,Steven Soderbergh,"['Peter Gallagher', 'Alison Elliott', 'William Fichtner']","['armored car', 'heist', 'attempted robbery', 'neo-noir']"
336,"Walking Dead, The",Drama|War,1995,Preston A. Whitmore II,"['Allen Payne', 'Eddie Griffin', 'Joe Morton']","['vietnam', 'jungle']"
337,What's Eating Gilbert Grape,Drama,1993,Lasse Hallström,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']","['mentally disabled', 'sibling relationship', 'based on novel or book', 'widow', 'iowa', 'dysfunctional family', 'obesity', 'single mother', 'grocery store', 'mentally handicapped child']"
338,Virtuosity,Action|Sci-Fi|Thriller,1995,Brett Leonard,"['Denzel Washington', 'Russell Crowe', 'Kelly Lynch']","['android', 'artificial intelligence (a.i.)', 'computer program', 'video game', 'virtual reality', 'nanotechnology', 'hologram', 'ex-cop', 'visual effect', 'serial killer', 'cyberpunk', 'los angeles, california', 'police training', 'good versus evil']"
339,While You Were Sleeping,Comedy|Romance,1995,Jon Turteltaub,"['Sandra Bullock', 'Bill Pullman', 'Peter Gallagher']","['chicago, illinois', 'coma', 'sibling relationship', ""love of one's life"", 'holiday', 'brother', 'subway', 'romcom', ""man of one's dreams"", 'love', 'hospital', 'christmas', 'wonder', 'close family']"
340,"War, The",Adventure|Drama|War,1994,Jon Avnet,"['Elijah Wood', 'Kevin Costner', 'Mare Winningham']","['vietnam veteran', 'bullying', 'kids']"
341,Double Happiness,Drama,1994,Mina Shum,"['Sandra Oh', 'Stephen Chang', '林小湛']","['daughter', 'immigrant', 'parent child relationship', 'culture clash', 'interracial romance', 'dating', 'family', 'audition', 'generation gap', 'woman director']"
342,Muriel's Wedding,Comedy,1994,P.J. Hogan,"['Toni Collette', 'Bill Hunter', 'Rachel Griffiths']","['daughter', 'individual', 'friendship', 'dreams', ""love of one's life"", 'becoming an adult', 'return', 'overweight', 'province', 'bathing', 'olympic games', 'boredom', 'empowerment']"
343,"Baby-Sitters Club, The",Children,1995,Melanie Mayron,"['Schuyler Fisk', 'Bre Blair', 'Rachael Leigh Cook']","['friends', 'camp', 'summer', 'club', 'woman director', 'summer school']"
344,Ace Ventura: Pet Detective,Comedy,1994,Tom Shadyac,"['Jim Carrey', 'Courteney Cox', 'Sean Young']","['miami, florida', 'dolphin', 'detective', 'human animal relationship', 'stupidity', 'mascot', 'slapstick comedy', 'animals', 'private detective', 'pets']"
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,Stephan Elliott,"['Hugo Weaving', 'Guy Pearce', 'Terence Stamp']","['australia', 'van', 'homophobia', 'drag queen', 'musical', 'transsexual', 'lgbt', 'australian aboriginal', 'australian outback', 'aggressive', 'zealous', 'alice springs', 'gay theme', 'playful', 'transgender', 'absurd', 'whimsical', 'admiring', 'appreciative', 'approving', 'celebratory', 'defiant']"
346,Backbeat,Drama|Musical,1993,Iain Softley,"['Sheryl Lee', 'Stephen Dorff', 'Ian Hart']","['guitar', 'red-light district', 'stuart sutcliffe', 'boyfriend girlfriend relationship', 'river elbe', 'hamburg, germany', 'photo', 'reeperbahn']"
347,Bitter Moon,Drama|Film-Noir|Romance,1992,Roman Polanski,"['Peter Coyote', 'Emmanuelle Seigner', 'Hugh Grant']","['marriage crisis', 'married couple', 'eroticism', 'cruise', 'wheelchair', 'longing', 'paralysis', 'sadomasochism', 'voyeurism']"
348,Bullets Over Broadway,Comedy,1994,Woody Allen,"['John Cusack', 'Chazz Palminteri', 'Dianne Wiest']","['new york city', 'female lover', 'talent', 'mafia boss', 'author', 'playwright', 'broadway', 'nostalgic', '1920s', 'compulsive eating']"
349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994,Phillip Noyce,"['Harrison Ford', 'Willem Dafoe', 'Joaquim de Almeida']","['sniper', 'central intelligence agency (cia)', 'helicopter', 'assassination', 'usa president', 'based on novel or book', 'ambush', 'espionage', 'politics', 'drug trafficking', 'mercenary', 'coast guard', 'car bomb', 'caravan', 'sequel', 'cali colombia', 'covert operation', 'drug cartel', 'shootout', 'explosion', 'jack ryan', 'dea agent', 'ex military', 'political thriller', 'political cover-up', 'bogota, colombia', 'intelligence service', 'cia analyst', 'fbi director', 'panama city, panama']"
350,"Client, The",Drama|Mystery|Thriller,1994,Joel Schumacher,"['Brad Renfro', 'Susan Sarandon', 'Tommy Lee Jones']","['suicide', 'sibling relationship', 'brother', 'gangster', 'investigation', 'witness protection', 'principal witness ', 'search for witnesses', 'lawyer', 'anxious', 'legal thriller', 'intense', 'admiring', 'appreciative', 'sceptical', 'sympathetic']"
351,"Corrina, Corrina",Comedy|Drama|Romance,1994,Jessie Nelson,"['Whoopi Goldberg', 'Ray Liotta', 'Tina Majorino']","['daughter', 'friendship', 'loss of loved one', 'mute', 'housekeeper', 'xenophobia', 'woman director', 'amused']"
352,Crooklyn,Comedy|Drama,1994,Spike Lee,"['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly']","['1970s', 'jazz singer or musician', 'dysfunctional family', 'teacher', 'urban', 'parenthood', 'brooklyn, new york city', 'semi autobiographical', 'street kid', 'euphoric']"
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994,Alex Proyas,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']","['martial arts', 'superhero', 'supernatural', 'halloween', 'crow', 'based on comic', 'revenge', 'arson', 'vigilante', 'tragic hero', 'back from the dead', 'sadist', 'detroit, michigan', 'gothic', 'urban setting', 'aggressive', 'neo-noir', 'urban gothic', 'supernatural power', 'vigilante justice', 'good versus evil', 'grimdark', 'horror', 'bold', 'straightforward']"
354,Cobb,Drama,1994,Ron Shelton,"['Tommy Lee Jones', 'Robert Wuhl', 'Lolita Davidovich']","['sports', 'baseball', 'georgia', 'biography', 'historical figure', 'baseball player', 'baseball hall of fame', 'lake tahoe']"
355,"Flintstones, The",Children|Comedy|Fantasy,1994,Brian Levant,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']","['friendship', 'plan', 'jealousy', 'manager', 'adoption', 'bad mother-in-law', ""family's daily life"", 'stone age', 'based on cartoon', 'prehistory', 'best friend', 'dinosaur', 'cavemen']"
356,Forrest Gump,Comedy|Drama|Romance|War,1994,Robert Zemeckis,"['Tom Hanks', 'Robin Wright', 'Gary Sinise']","[""new year's eve"", 'vietnam war', 'vietnam veteran', 'mentally disabled', 'friendship', 'usa president', 'washington dc, usa', 'post-traumatic stress disorder (ptsd)', 'waitress', 'based on novel or book', 'hippie', 'single parent', 'parent child relationship', 'optimism', '1970s', 'drug addiction', 'autism', 'alabama', 'black panther party', 'bus stop', 'family relationships', 'chameleon', 'single mother', 'military', 'anti war protest', '1960s', 'simpleton', 'college american football', 'mother son relationship', 'america', 'feelgood', 'dramatic']"
357,Four Weddings and a Funeral,Comedy|Romance,1994,Mike Newell,"['Hugh Grant', 'Andie MacDowell', 'Kristin Scott Thomas']","['friendship', 'marriage proposal', ""love of one's life"", 'england', 'wedding vows', 'funeral', 'upper class', 'love at first sight', 'yuppie', 'marriage', 'lone wolf', 'snob', 'witness', 'bride', 'bridegroom', 'bridesmaid', 'clumsy fellow', 'fear of commitment', 'unrequited love', 'wedding', 'thirty something', 'group of friends', 'best man', 'rich man', 'commitment issues']"
358,Higher Learning,Drama,1995,John Singleton,"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']","['race politics', 'college', 'racism', 'date rape', 'athletic scholarship', 'black militant', 'resentment', 'school shooting', 'lesbian']"
359,I Like It Like That,Comedy|Drama|Romance,1994,Darnell Martin,"['Luna Lauren Vélez', 'Jon Seda', 'Tomas Melly']","['puerto rico', 'love', 'jail', 'theft', 'woman director']"
360,I Love Trouble,Action|Comedy,1994,Charles Shyer,"['Nick Nolte', 'Julia Roberts', 'Saul Rubinek']","['newspaper', 'romcom', 'adversary', 'rivalry', 'reporter', 'urban setting', 'opposites attract', 'experience']"
361,It Could Happen to You,Comedy|Drama|Romance,1994,Andrew Bergman,"['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez']","['new york city', 'waitress', 'court case', 'greed', 'diner', 'based on true story', 'cop', 'fame', 'news reporter', 'newspaper article', 'marital discord', 'lottery ticket', 'winning lottery', 'new-found fame', 'man of his word', 'romantic', 'comforting']"
362,"Jungle Book, The",Adventure|Children|Romance,1994,Stephen Sommers,"['Jason Scott Lee', 'Cary Elwes', 'Lena Headey']","['based on novel or book', 'tiger', 'feral child', 'jungle', 'bear', 'falling in love']"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993,Ray Müller,"['Leni Riefenstahl', 'Walter Frentz', 'Horst Kettner']","['nazi', 'propaganda', ""artists' life""]"
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994,Roger Allers,"['Matthew Broderick', 'Moira Kelly', 'Jeremy Irons']","['father murder', 'loss of loved one', 'africa', 'lion', 'cartoon', 'manipulation', 'villain', 'redemption', 'musical', 'uncle', 'coming of age', 'murder', 'shaman', 'king', 'animals', 'nature', 'father son relationship', 'awestruck']"
365,Little Buddha,Drama,1993,Bernardo Bertolucci,"['Keanu Reeves', 'Bridget Fonda', 'Chris Isaak']","['buddhist', 'tibet', 'reincarnation', 'buddha', 'siddhartha', 'enlightenment']"
